Sentence,File_Name,Parse_Tree,Processed_Tree,Chunks,Highlight
"Using three examples with conventions in hard rock and metal, we wanted to illustrate the tension between the popularity of ballads and their genre-related friction by looking at differentiations in the representation of love in the audiovisual performances, placing them in relation to the evaluations from the discourse surrounding the songs.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (S (VP (VBG Using) (NP (CD three) (NNS examples)) (PP (IN with) (NP (NP (NNS conventions)) (PP (IN in) (NP (JJ hard) (NN rock) (CC and) (NN metal))))))) (, ,) (NP (PRP we)) (VP (VBD wanted) (S (VP (TO to) (VP (VB illustrate) (NP (NP (DT the) (NN tension)) (PP (IN between) (NP (NP (NP (DT the) (NN popularity)) (PP (IN of) (NP (NNS ballads)))) (CC and) (NP (PRP$ their) (JJ genre-related) (NN friction))))) (PP (IN by) (S (VP (VP (VBG looking) (PP (IN at) (NP (NP (NNS differentiations)) (PP (IN in) (NP (NP (DT the) (NN representation)) (PP (IN of) (NP (NP (NN love)) (PP (IN in) (NP (DT the) (JJ audiovisual) (NNS performances)))))))))) (, ,) (VP (VBG placing) (NP (PRP them)) (PP (IN in) (NP (NP (NN relation)) (PP (IN to) (NP (NP (DT the) (NNS evaluations)) (PP (IN from) (NP (NP (DT the) (NN discourse)) (VP (VBG surrounding) (NP (DT the) (NNS songs))))))))))))))))) (. .)))","(S (VP (VBG Using) (NP (CD three) (NNS examples)) (PP (IN with) (NP (NP (NNS conventions)) (PP (IN in) (NP (JJ hard) (NN rock) (CC and) (NN metal))))))) (, ,) (NP (PRP we)) (VP (VBD wanted) ","Using three examples with conventions in hard rock and metal,we wanted",1
"It seems that not only the fact that love is addressed contributes to this friction, but also how love is addressed and by whom.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (NP (PRP It)) (VP (VBZ seems) (SBAR (IN that) (S (NP (CONJP (RB not) (RB only)) (DT the) (NN fact) (SBAR (IN that) (S (NP (NN love)) (VP (VBZ is) (VP (VBN addressed)))))) (VP (VBZ contributes) (PP (PP (IN to) (NP (DT this) (NN friction))) (, ,) (CONJP (CC but) (RB also)) (SBAR (SBAR (WHADVP (WRB how)) (S (NP (NN love)) (VP (VBZ is) (VP (VBN addressed))))) (CC and) (WHPP (IN by) (WHNP (WP whom))))))))) (. .)))",(S (NP (PRP It)) (VP (VBZ seems) (SBAR (IN that),It seems that,1
"While the handbook definition of Grove Music Online describes ballads simply as pop songs with sentimental or narrative texts and a slow tempo , we would add, first, a differentiation regarding the wide range of popular music genres in which ballads can be found and, second, the supplementation of different ways of addressing sentimental topics such as love.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (SBAR (IN While) (S (NP (NP (DT the) (NN handbook) (NN definition)) (PP (IN of) (NP (NNP Grove) (NNP Music) (NNP Online)))) (VP (VBZ describes) (NP (NNS ballads)) (PP (ADVP (RB simply)) (IN as) (NP (NP (NN pop) (NNS songs)) (PP (IN with) (NP (NP (ADJP (JJ sentimental) (CC or) (JJ narrative)) (NNS texts)) (CC and) (NP (DT a) (JJ slow) (NN tempo))))))))) (, ,) (NP (PRP we)) (VP (MD would) (VP (VB add) (, ,) (ADVP (RB first)) (, ,) (NP (NP (DT a) (NN differentiation)) (PP (VBG regarding) (NP (NP (DT the) (JJ wide) (NN range)) (PP (IN of) (NP (NP (JJ popular) (NN music) (NNS genres)) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (NNS ballads)) (VP (MD can) (VP (VB be) (VP (VP (VBN found)) (CC and) (, ,) (ADVP (JJ second)) (, ,) (NP (NP (DT the) (NN supplementation)) (PP (IN of) (NP (NP (JJ different) (NNS ways)) (PP (IN of) (S (VP (VBG addressing) (NP (NP (JJ sentimental) (NNS topics)) (PP (JJ such) (IN as) (NP (NN love)))))))))))))))))))))) (. .)))",(S (SBAR (IN While),While,0
The interaction of both influences the ways those songs are valued in the discourse.,cleaned_Fulltext_Metal Ballads as.txt,(ROOT (S (NP (NP (DT The) (NN interaction)) (PP (IN of) (NP (DT both)))) (VP (VBZ influences) (NP (NP (DT the) (NNS ways)) (SBAR (S (NP (DT those) (NNS songs)) (VP (VBP are) (VP (VBN valued) (PP (IN in) (NP (DT the) (NN discourse))))))))) (. .))),(S (NP (NP (DT The) (NN interaction)) (PP (IN of) (NP (DT both)))) (VP (VBZ influences) (NP (NP (DT the) (NNS ways)) (SBAR,The interaction of both influences the ways,1
"Regarding heavy metal and hard rock ballads, the valuation varies according to the gender attributions of the performers as well as according to genre rules, as the example of Evanescence has shown, but also according to the proximity to attributes such as power and heaviness, as the discourse around Aerosmith reveals.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (S (VP (VBG Regarding) (NP (NP (JJ heavy) (NN metal)) (CC and) (NP (JJ hard) (NN rock) (NNS ballads))))) (, ,) (NP (DT the) (NN valuation)) (VP (VBZ varies) (PP (PP (VBG according) (PP (IN to) (NP (NP (DT the) (NN gender) (NNS attributions)) (PP (IN of) (NP (DT the) (NNS performers)))))) (CONJP (RB as) (RB well) (IN as)) (PP (VBG according) (PP (IN to) (NP (NN genre) (NNS rules))))) (, ,) (SBAR (IN as) (S (NP (NP (DT the) (NN example)) (PP (IN of) (NP (NNP Evanescence)))) (VP (VBZ has) (VP (VBN shown))))) (, ,) (CONJP (CC but) (RB also)) (PP (VBG according) (PP (IN to) (NP (NP (DT the) (NN proximity)) (PP (IN to) (NP (NP (NNS attributes)) (PP (JJ such) (IN as) (NP (NN power) (CC and) (NN heaviness)))))))) (, ,) (SBAR (IN as) (S (NP (NP (DT the) (NN discourse)) (PP (IN around) (NP (NNP Aerosmith)))) (VP (VBZ reveals))))) (. .)))","(S (VP (VBG Regarding) (NP (NP (JJ heavy) (NN metal)) (CC and) (NP (JJ hard) (NN rock) (NNS ballads))))) (, ,) (NP (DT the) (NN valuation)) (VP (VBZ varies) (PP (PP (VBG according) (PP (IN to) (NP (NP (DT the) (NN gender) (NNS attributions)) (PP (IN of) (NP (DT the) (NNS performers)))))) (CONJP (RB as) (RB well) (IN as)) (PP (VBG according) (PP (IN to) (NP (NN genre) (NNS rules))))) (, ,) (SBAR (IN as) ","Regarding heavy metal and hard rock ballads,the valuation varies according to the gender attributions of the performers as well as according to genre rules,as",1
"The representation of intimacy in lyrics, staging, and sound seems to create a greater distance between the enormous popularity and its evaluation in metal discourses, at least in the case of More Than Words.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (NP (NP (DT The) (NN representation)) (PP (IN of) (NP (NP (NN intimacy)) (PP (IN in) (NP (NNS lyrics) (, ,) (NN staging) (, ,) (CC and) (NN sound)))))) (VP (VBZ seems) (S (VP (TO to) (VP (VB create) (NP (NP (DT a) (JJR greater) (NN distance)) (PP (IN between) (NP (NP (DT the) (JJ enormous) (NN popularity)) (CC and) (NP (NP (PRP$ its) (NN evaluation)) (PP (IN in) (NP (NN metal) (NNS discourses))))))) (, ,) (PP (ADVP (IN at) (JJS least)) (IN in) (NP (NP (DT the) (NN case)) (PP (IN of) (ADJP (JJR More) (IN Than) (NNPS Words))))))))) (. .)))","(S (NP (NP (DT The) (NN representation)) (PP (IN of) (NP (NP (NN intimacy)) (PP (IN in) (NP (NNS lyrics) (, ,) (NN staging) (, ,) (CC and) (NN sound)))))) (VP (VBZ seems) ","The representation of intimacy in lyrics,staging,and sound seems",1
The aesthetic and discursive distance from genre conventions is closely related to constructions of metal masculinities.,cleaned_Fulltext_Metal Ballads as.txt,(ROOT (S (NP (NP (DT The) (ADJP (JJ aesthetic) (CC and) (JJ discursive)) (NN distance)) (PP (IN from) (NP (NN genre) (NNS conventions)))) (VP (VBZ is) (ADJP (RB closely) (JJ related) (PP (IN to) (NP (NP (NNS constructions)) (PP (IN of) (NP (NN metal) (NNS masculinities))))))) (. .))),(S (NP (NP (DT The) (ADJP (JJ aesthetic) (CC and) (JJ discursive)) (NN distance)) (PP (IN from) (NP (NN genre) (NNS conventions)))) (VP (VBZ is) (ADJP (RB closely) (JJ related) (PP (IN to) (NP (NP (NNS constructions)) (PP (IN of) (NP (NN metal) (NNS masculinities))))))) (. .))),The aesthetic and discursive distance from genre conventions is closely related to constructions of metal masculinities.,1
"While Aerosmith affirms their heteromasculine rock band status in the power ballad Dont Want To Miss A Thing with musical escalation and a superlative formulation of love as ecstasy, Extreme are discursively feminized through the crossing-over of their sound and articulation of love through intimacy.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (SBAR (IN While) (S (NP (NNP Aerosmith)) (VP (VBZ affirms) (NP (PRP$ their) (NN heteromasculine) (NML (NN rock) (NN band)) (NN status)) (PP (IN in) (NP (DT the) (NN power) (NN ballad)))))) (NP (NNP Dont)) (VP (VB Want) (S (VP (TO To) (VP (VB Miss) (NP (DT A) (NN Thing)) (PP (IN with) (NP (NP (JJ musical) (NN escalation)) (CC and) (NP (NP (DT a) (JJ superlative) (NN formulation)) (PP (IN of) (NP (NP (NN love)) (PP (IN as) (NP (NN ecstasy)))))))))))) (, ,) (NP (JJ Extreme)) (VP (VBP are) (ADVP (RB discursively)) (VP (VBN feminized) (PP (IN through) (NP (NP (DT the) (NN crossing) (HYPH -) (IN over)) (PP (IN of) (NP (NP (PRP$ their) (NN sound) (CC and) (NN articulation)) (PP (IN of) (NP (NP (NN love)) (PP (IN through) (NP (NN intimacy))))))))))) (. .)))",(S (SBAR (IN While),While,0
Marking them as exceptions in relation to the metal genre thus runs directly along the demarcation of the feminine.,cleaned_Fulltext_Metal Ballads as.txt,(ROOT (S (S (VP (VBG Marking) (NP (PRP them)) (PP (IN as) (NP (NP (NNS exceptions)) (PP (IN in) (NP (NP (NN relation)) (PP (IN to) (NP (DT the) (NN metal) (NN genre))))))))) (ADVP (RB thus)) (VP (VBZ runs) (ADVP (RB directly)) (PP (IN along) (NP (NP (DT the) (NN demarcation)) (PP (IN of) (NP (DT the) (NN feminine)))))) (. .))),(S (VP (VBG Marking) (NP (PRP them)) (PP (IN as) (NP (NP (NNS exceptions)) (PP (IN in) (NP (NP (NN relation)) (PP (IN to) (NP (DT the) (NN metal) (NN genre))))))))) (ADVP (RB thus)) (VP (VBZ runs) (ADVP (RB directly)) (PP (IN along) (NP (NP (DT the) (NN demarcation)) (PP (IN of) (NP (DT the) (NN feminine)))))) (. .))),Marking them as exceptions in relation to the metal genre thus runs directly along the demarcation of the feminine.,1
"Even if this deviation is not connected with a discursive devaluation, it is nevertheless connected with an exclusion from the realm of masculine-connoted quality and authenticity criteria of the genre.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (SBAR (ADVP (RB Even)) (IN if) (S (NP (DT this) (NN deviation)) (VP (VBZ is) (RB not) (VP (VBN connected) (PP (IN with) (NP (DT a) (JJ discursive) (NN devaluation))))))) (, ,) (NP (PRP it)) (VP (VBZ is) (ADVP (RB nevertheless)) (VP (VBN connected) (PP (IN with) (NP (NP (DT an) (NN exclusion)) (PP (IN from) (NP (NP (DT the) (NN realm)) (PP (IN of) (NP (NP (ADJP (JJ masculine) (HYPH -) (VBN connoted)) (NML (NN quality) (CC and) (NN authenticity)) (NNS criteria)) (PP (IN of) (NP (DT the) (NN genre))))))))))) (. .)))",(S (SBAR (ADVP (RB Even)) (IN if),Even if,1
"The fact that metal ballads achieve great chart placements and other signs of popularity seems to be equally problematic for male and female performers, with the difference that male performers such as Extreme have to face the accusation of wanting to be attractive to little girls in addition to the charge of selling-out.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (NP (DT The) (NN fact) (SBAR (IN that) (S (NP (NN metal) (NNS ballads)) (VP (VBP achieve) (NP (NP (JJ great) (NN chart) (NNS placements)) (CC and) (NP (NP (JJ other) (NNS signs)) (PP (IN of) (NP (NN popularity))))))))) (VP (VBZ seems) (S (VP (TO to) (VP (VB be) (ADJP (ADJP (RB equally) (JJ problematic)) (PP (IN for) (NP (ADJP (JJ male) (CC and) (JJ female)) (NNS performers))))))) (, ,) (PP (IN with) (NP (DT the) (NN difference) (SBAR (IN that) (S (NP (NP (JJ male) (NNS performers)) (PP (JJ such) (IN as) (NP (NNP Extreme)))) (VP (VBP have) (S (VP (TO to) (VP (VB face) (NP (NP (DT the) (NN accusation)) (PP (IN of) (S (VP (VBG wanting) (S (VP (TO to) (VP (VB be) (ADJP (JJ attractive) (PP (IN to) (NP (JJ little) (NNS girls)))) (PP (IN in) (NP (NP (NN addition)) (PP (IN to) (NP (NP (DT the) (NN charge)) (PP (IN of) (NP (VBG selling) (HYPH -) (RP out))))))))))))))))))))))) (. .)))",(S (NP (DT The) (NN fact) (SBAR (IN that),The fact that,0
Whether popular metal ballads are perceived as purely plastic products for the masses is linked to the categorization of genre-typical quality criteria despite their popularity.,cleaned_Fulltext_Metal Ballads as.txt,(ROOT (S (SBAR (IN Whether) (S (NP (JJ popular) (NN metal) (NNS ballads)) (VP (VBP are) (VP (VBN perceived) (PP (IN as) (NP (NP (ADJP (RB purely) (JJ plastic)) (NNS products)) (PP (IN for) (NP (DT the) (NNS masses))))))))) (VP (VBZ is) (VP (VBN linked) (PP (IN to) (NP (NP (DT the) (NN categorization)) (PP (IN of) (NP (JJ genre-typical) (NN quality) (NNS criteria))) (PP (IN despite) (NP (PRP$ their) (NN popularity))))))) (. .))),(S (SBAR (IN Whether),Whether,1
"Both Aerosmiths power ballad and Evanescences goth ballad have in their notions of love sufficient proximity to genre-typical concepts, such as ecstasy and melancholy.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (NP (DT Both) (NNP Aerosmiths) (NML (NML (NN power) (NN ballad)) (CC and) (NML (NNPS Evanescences) (JJ goth) (NN ballad)))) (VP (VBP have) (PP (IN in) (NP (NP (PRP$ their) (NNS notions)) (PP (IN of) (NP (NP (NN love)) (NP (NP (JJ sufficient) (NN proximity)) (PP (IN to) (NP (NP (JJ genre-typical) (NNS concepts)) (, ,) (PP (JJ such) (IN as) (NP (NN ecstasy) (CC and) (NN melancholy))))))))))) (. .)))","(S (NP (DT Both) (NNP Aerosmiths) (NML (NML (NN power) (NN ballad)) (CC and) (NML (NNPS Evanescences) (JJ goth) (NN ballad)))) (VP (VBP have) (PP (IN in) (NP (NP (PRP$ their) (NNS notions)) (PP (IN of) (NP (NP (NN love)) (NP (NP (JJ sufficient) (NN proximity)) (PP (IN to) (NP (NP (JJ genre-typical) (NNS concepts)) (, ,) (PP (JJ such) (IN as) (NP (NN ecstasy) (CC and) (NN melancholy))))))))))) (. .)))","Both Aerosmiths  power ballad and  Evanescences goth ballad have in their notions of love sufficient proximity to genre-typical concepts,such as ecstasy and melancholy.",1
"An axiological devaluation of metal ballads is evident when popularity coincides with the most widespread lack of genre conventions, as becomes evident in the example of Extremes exceptional song.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (NP (NP (DT An) (JJ axiological) (NN devaluation)) (PP (IN of) (NP (NN metal) (NNS ballads)))) (VP (VBZ is) (ADJP (JJ evident)) (SBAR (WHADVP (WRB when)) (S (NP (NN popularity)) (VP (VBZ coincides) (PP (IN with) (NP (NP (DT the) (ADJP (RBS most) (JJ widespread)) (NN lack)) (PP (IN of) (NP (NN genre) (NNS conventions)))))))) (, ,) (SBAR (IN as) (S (VP (VBZ becomes) (ADJP (JJ evident)) (PP (IN in) (NP (NP (DT the) (NN example)) (PP (IN of) (NP (NNS Extremes) (JJ exceptional) (NN song))))))))) (. .)))",(S (NP (NP (DT An) (JJ axiological) (NN devaluation)) (PP (IN of) (NP (NN metal) (NNS ballads)))) (VP (VBZ is) (ADJP (JJ evident)) (SBAR (WHADVP (WRB when)),An axiological devaluation of metal ballads is evident when,0
"In the music reviews we analyzed in this article, we find evidence of the genre map modeled by Middleton, which diametrically demarcates hard rock and metal from both the very popular and pop styles.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (PP (IN In) (NP (NP (DT the) (NN music) (NNS reviews)) (SBAR (S (NP (PRP we)) (VP (VBD analyzed) (PP (IN in) (NP (DT this) (NN article)))))))) (, ,) (NP (PRP we)) (VP (VBP find) (NP (NP (NN evidence)) (PP (IN of) (NP (NP (DT the) (NN genre) (NN map)) (VP (VBN modeled) (PP (IN by) (NP (NP (NNP Middleton)) (, ,) (SBAR (WHNP (WDT which)) (S (ADVP (RB diametrically)) (VP (VBZ demarcates) (NP (JJ hard) (NN rock) (CC and) (NN metal)) (PP (IN from) (NP (CC both) (NP (DT the) (ADJP (ADJP (RB very) (JJ popular)) (CC and) (NN pop)) (NNS styles)))))))))))))) (. .)))",(S (PP (IN In) (NP (NP (DT the) (NN music) (NNS reviews)) (SBAR,In the music reviews,1
"The cited critiques point to the connection in connotations of popularity with pop styles, emotionality, intimacy, femininity, weakness, and feminization.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (NP (DT The) (VBN cited) (NNS critiques)) (VP (VBP point) (PP (IN to) (NP (NP (DT the) (NN connection)) (PP (IN in) (NP (NP (NNS connotations)) (PP (IN of) (NP (NP (NN popularity)) (PP (IN with) (NP (NP (NN pop) (NNS styles)) (, ,) (NP (NN emotionality)) (, ,) (NP (NN intimacy)) (, ,) (NP (NN femininity)) (, ,) (NP (NN weakness)) (, ,) (CC and) (NP (NN feminization))))))))))) (. .)))","(S (NP (DT The) (VBN cited) (NNS critiques)) (VP (VBP point) (PP (IN to) (NP (NP (DT the) (NN connection)) (PP (IN in) (NP (NP (NNS connotations)) (PP (IN of) (NP (NP (NN popularity)) (PP (IN with) (NP (NP (NN pop) (NNS styles)) (, ,) (NP (NN emotionality)) (, ,) (NP (NN intimacy)) (, ,) (NP (NN femininity)) (, ,) (NP (NN weakness)) (, ,) (CC and) (NP (NN feminization))))))))))) (. .)))","The cited critiques point to the connection in connotations of popularity with pop styles,emotionality,intimacy,femininity,weakness,and feminization.",1
"With this article, we have exemplified how exactly such connotations are constructed using the three divergent examples and their discursive evaluation.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (PP (IN With) (NP (DT this) (NN article))) (, ,) (NP (PRP we)) (VP (VBP have) (VP (VBN exemplified) (SBAR (WHADVP (WRB how) (RB exactly)) (S (NP (JJ such) (NNS connotations)) (VP (VBP are) (VP (VBN constructed) (S (VP (VBG using) (NP (NP (DT the) (CD three) (JJ divergent) (NNS examples)) (CC and) (NP (PRP$ their) (JJ discursive) (NN evaluation))))))))))) (. .)))","(S (PP (IN With) (NP (DT this) (NN article))) (, ,) (NP (PRP we)) (VP (VBP have) (VP (VBN exemplified) (SBAR (WHADVP (WRB how) (RB exactly)) ","With this article,we have exemplified how exactly",0
Understanding the full range of sexual behaviors of young people is crucial in developing appropriate interventions to prevent and control sexually transmitted infections including HIV.,cleaned_Fulltext_Oral and anal sex_1.txt,(ROOT (S (S (VP (VBG Understanding) (NP (NP (DT the) (JJ full) (NN range)) (PP (IN of) (NP (NP (JJ sexual) (NNS behaviors)) (PP (IN of) (NP (JJ young) (NNS people)))))))) (VP (VBZ is) (ADJP (JJ crucial)) (PP (IN in) (S (VP (VBG developing) (NP (NP (JJ appropriate) (NNS interventions) (S (VP (TO to) (VP (VB prevent) (CC and) (VB control) (NP (ADJP (RB sexually) (VBN transmitted)) (NNS infections)))))) (PP (VBG including) (NP (NN HIV)))))))) (. .))),(S (VP (VBG Understanding) (NP (NP (DT the) (JJ full) (NN range)) (PP (IN of) (NP (NP (JJ sexual) (NNS behaviors)) (PP (IN of) (NP (JJ young) (NNS people)))))))) (VP (VBZ is) (ADJP (JJ crucial)) (PP (IN in),Understanding the full range of sexual behaviors of young people is crucial in,1
"However, such information is meager in developing countries.",cleaned_Fulltext_Oral and anal sex_1.txt,"(ROOT (S (ADVP (RB However)) (, ,) (NP (JJ such) (NN information)) (VP (VBZ is) (ADJP (JJ meager)) (PP (IN in) (NP (VBG developing) (NNS countries)))) (. .)))","(S (ADVP (RB However)) (, ,) (NP (JJ such) (NN information)) (VP (VBZ is) (ADJP (JJ meager)) (PP (IN in) (NP (VBG developing) (NNS countries)))) (. .)))","However,such information is meager in developing countries.",0
The objective of this study was to describe oral and anal sex practices and identify associated factors among high school youth.,cleaned_Fulltext_Oral and anal sex_1.txt,(ROOT (S (NP (NP (DT The) (NN objective)) (PP (IN of) (NP (DT this) (NN study)))) (VP (VBD was) (S (VP (TO to) (VP (VP (VB describe) (NP (ADJP (JJ oral) (CC and) (JJ anal)) (NN sex) (NNS practices))) (CC and) (VP (VB identify) (NP (NP (VBN associated) (NNS factors)) (PP (IN among) (NP (NML (JJ high) (NN school)) (NN youth))))))))) (. .))),(S (NP (NP (DT The) (NN objective)) (PP (IN of) (NP (DT this) (NN study)))) (VP (VBD was),The objective of this study was,1
